100000 1000
19004 62263 53 19005
19005 62263 54 19006
19006 62263 55 19007
19007 62263 56 19008
19008 62263 57 19009
19009 62263 58 19010
19010 62263 59 19011
19011 62263 60 19012
19012 62263 61 19013
19013 62263 62 19014
19014 62263 63 19015
19015 62263 64 19016
19016 62263 65 72326
19017 44153 51 9691
19018 0 0 0
19019 0 0 0
19020 12736 117 29376
19021 10489 16 19022
19022 10489 17 19023
19023 10489 18 82708
19024 42726 47 19025
19025 42726 48 19026
19026 42726 49 19027
19027 42726 50 39419
19028 58686 62 30881
19029 0 0 0
19030 32571 158 28218
19031 0 0 0
19032 34504 6 66840
19033 25854 52 19034
19034 25854 53 19035
19035 25854 54 78171
19036 40032 5 9118
19037 0 0 0
19038 19829 14 24542
19039 65413 57 30868
19040 39099 122 98517
19041 0 0 0
19042 41824 79 50193
19043 56034 155 77008
19044 2678 49 28934
19045 0 0 0
19046 0 0 0
19047 6583 119 24913
19048 0 0 0
19049 44153 81 14268
19050 0 0 0
19051 0 0 0
19052 36286 61 39136
19053 0 0 0
19054 45910 31 59305
19055 0 0 0
19056 11705 6 68967
19057 0 0 0
19058 34989 16 44217
19059 0 0 0
19060 56034 91 9385
19061 0 0 0
19062 8016 13 42071
19063 0 0 0
19064 37435 52 62059
19065 0 0 0
19066 19829 8 11870
19067 0 0 0
19068 6583 113 13007
19069 29164 1 19070
19070 29164 2 19071
19071 29164 3 19072
19072 29164 4 19073
19073 29164 5 19074
19074 29164 6 19075
19075 29164 7 19076
19076 29164 8 19077
19077 29164 9 19078
19078 29164 10 19079
19079 29164 11 19080
19080 29164 12 19081
19081 29164 13 19082
19082 29164 14 19083
19083 29164 15 19084
19084 29164 16 19085
19085 29164 17 19086
19086 29164 18 19087
19087 29164 19 19088
19088 29164 20 19089
19089 29164 21 19090
19090 29164 22 19091
19091 29164 23 19092
19092 29164 24 19093
19093 29164 25 19094
19094 29164 26 19095
19095 29164 27 19096
19096 29164 28 19097
19097 29164 29 19098
19098 29164 30 19099
19099 29164 31 19100
19100 29164 32 19101
19101 29164 33 19102
19102 29164 34 19103
19103 29164 35 19104
19104 29164 36 19105
19105 29164 37 19106
19106 29164 38 19107
19107 29164 39 19108
19108 29164 40 19109
19109 29164 41 19110
19110 29164 42 19111
19111 29164 43 18076
19112 30476 26 53426
19113 0 0 0
19114 25933 2 78567
19115 0 0 0
19116 9272 137 19117
19117 9272 138 19118
19118 9272 139 19119
19119 9272 140 19120
19120 9272 141 19121
19121 9272 142 37349
19122 50528 32 19223
19123 37548 79 31614
19124 0 0 0
19125 0 0 0
19126 65413 29 15975
19127 0 0 0
19128 0 0 0
19129 12576 109 95550
19130 45910 113 5642
19131 0 0 0
19132 63899 17 88174
19133 2398 20 71248
19134 25217 29 65619
19135 64374 3 19136
19136 64374 4 19690
19137 38126 110 74352
19138 56034 88 8060
19139 28875 20 19140
19140 28875 21 19141
19141 28875 22 19142
19142 28875 23 21681
19143 38126 36 37721
19144 33133 71 19145
19145 33133 72 73825
19146 43010 159 88258
19147 0 0 0
19148 0 0 0
19149 45846 99 27144
19150 58339 4 41790
19151 0 0 0
19152 30371 18 19153
19153 30371 19 19154
19154 30371 20 19155
19155 30371 21 18826
19156 64581 56 94418
19157 0 0 0
19158 63822 76 34250
19159 0 0 0
19160 22188 38 22176
19161 0 0 0
19162 65413 81 81070
19163 32571 22 41001
19164 65180 2 89314
19165 44908 36 11886
19166 0 0 0
19167 9033 1 19168
19168 9033 2 19169
19169 9033 3 19170
19170 9033 4 27766
19171 36229 125 76116
19172 6484 1 19173
19173 6484 2 19174
19174 6484 3 19175
19175 6484 4 19176
19176 6484 5 19177
19177 6484 6 19178
19178 6484 7 19179
19179 6484 8 19180
19180 6484 9 19181
19181 6484 10 19182
19182 6484 11 19183
19183 6484 12 19184
19184 6484 13 19185
19185 6484 14 19186
19186 6484 15 19187
19187 6484 16 19188
19188 6484 17 19189
19189 6484 18 5283
19190 42503 62 43903
19191 0 0 0
19192 36229 93 18164
19193 0 0 0
19194 0 0 0
19195 0 0 0
19196 7748 42 79641
19197 0 0 0
19198 42249 5 19199
19199 42249 6 1781
19200 2420 141 67023
19201 0 0 0
19202 36393 21 79642
19203 0 0 0
19204 34504 89 49220
19205 57662 15 19206
19206 57662 16 19207
19207 57662 17 20650
19208 63472 1 59996
19209 45157 67 19210
19210 45157 68 19211
19211 45157 69 19212
19212 45157 70 19213
19213 45157 71 19214
19214 45157 72 19215
19215 45157 73 19216
19216 45157 74 19217
19217 45157 75 19218
19218 45157 76 19219
19219 45157 77 19220
19220 45157 78 19221
19221 45157 79 19222
19222 45157 80 10052
19223 50528 33 52600
19224 914 64 56292
19225 0 0 0
19226 31668 18 54561
19227 31069 1 19228
19228 31069 2 14578
19229 49414 99 97234
19230 13812 30 69490
19231 0 0 0
19232 0 0 0
19233 49147 85 19234
19234 49147 86 19235
19235 49147 87 19236
19236 49147 88 19237
19237 49147 89 3410
19238 27451 35 15610
19239 28542 74 19240
19240 28542 75 1
19241 42844 56 89621
19242 60748 89 19243
19243 60748 90 19244
19244 60748 91 19245
19245 60748 92 19246
19246 60748 93 19247
19247 60748 94 19248
19248 60748 95 19249
19249 60748 96 19250
19250 60748 97 1
19251 0 0 0
19252 25749 78 99986
19253 0 0 0
19254 50881 118 55458
19255 60071 14 19256
19256 60071 15 19257
19257 60071 16 19258
19258 60071 17 19259
19259 60071 18 66744
19260 9715 12 15788
19261 0 0 0
19262 47857 13 46521
19263 0 0 0
19264 7744 29 17746
19265 0 0 0
19266 47857 30 86272
19267 53564 68 19268
19268 53564 69 19269
19269 53564 70 53095
19270 32721 1 19271
19271 32721 2 19272
19272 32721 3 19273
19273 32721 4 19274
19274 32721 5 19275
19275 32721 6 19276
19276 32721 7 19277
19277 32721 8 19278
19278 32721 9 19279
19279 32721 10 19280
19280 32721 11 19281
19281 32721 12 19282
19282 32721 13 19283
19283 32721 14 19284
19284 32721 15 19285
19285 32721 16 19286
19286 32721 17 19287
19287 32721 18 19288
19288 32721 19 19289
19289 32721 20 19290
19290 32721 21 19291
19291 32721 22 19292
19292 32721 23 19293
19293 32721 24 19294
19294 32721 25 19295
19295 32721 26 19296
19296 32721 27 19297
19297 32721 28 19298
19298 32721 29 19299
19299 32721 30 19300
19300 32721 31 19301
19301 32721 32 19302
19302 32721 33 19303
19303 32721 34 19304
19304 32721 35 19305
19305 32721 36 19306
19306 32721 37 19307
19307 32721 38 19308
19308 32721 39 19309
19309 32721 40 19310
19310 32721 41 19311
19311 32721 42 19312
19312 32721 43 19313
19313 32721 44 19314
19314 32721 45 19315
19315 32721 46 19316
19316 32721 47 19317
19317 32721 48 19318
19318 32721 49 19319
19319 32721 50 19320
19320 32721 51 19321
19321 32721 52 19322
19322 32721 53 19323
19323 32721 54 19324
19324 32721 55 19325
19325 32721 56 19326
19326 32721 57 19327
19327 32721 58 19328
19328 32721 59 19329
19329 32721 60 19330
19330 32721 61 19331
19331 32721 62 19332
19332 32721 63 19333
19333 32721 64 19334
19334 32721 65 19335
19335 32721 66 19336
19336 32721 67 19337
19337 32721 68 19338
19338 32721 69 19339
19339 32721 70 19340
19340 32721 71 19341
19341 32721 72 19342
19342 32721 73 19343
19343 32721 74 19344
19344 32721 75 19345
19345 32721 76 19346
19346 32721 77 19347
19347 32721 78 19348
19348 32721 79 19349
19349 32721 80 19350
19350 32721 81 19351
19351 32721 82 19352
19352 32721 83 19353
19353 32721 84 19354
19354 32721 85 19355
19355 32721 86 19356
19356 32721 87 1
19357 0 0 0
19358 23927 33 40776
19359 32571 162 13560
19360 60071 85 19361
19361 60071 86 19362
19362 60071 87 19363
19363 60071 88 19904
19364 31298 92 596
19365 0 0 0
19366 7748 49 16019
19367 63056 82 48714
19368 18136 9 73485
19369 35914 50 61082
19370 45322 58 79206
19371 0 0 0
19372 47115 40 83025
19373 0 0 0
19374 15702 90 21726
19375 0 0 0
19376 30833 79 49910
19377 0 0 0
19378 6882 92 19379
19379 6882 93 70213
19380 16205 56 11481
19381 10458 50 64228
19382 41150 34 19383
19383 41150 35 56140
19384 2678 61 44868
19385 0 0 0
19386 20948 55 19387
19387 20948 56 19388
19388 20948 57 19389
19389 20948 58 19390
19390 20948 59 19391
19391 20948 60 37889
19392 63472 89 9577
19393 15385 23 72987
19394 0 0 0
19395 62511 90 93996
19396 35121 11 19397
19397 35121 12 93987
19398 61964 61 93239
19399 42550 9 64745
19400 0 0 0
19401 0 0 0
19402 44347 81 19403
19403 44347 82 19404
19404 44347 83 19405
19405 44347 84 19406
19406 44347 85 19407
19407 44347 86 19408
19408 44347 87 86065
19409 27451 21 9742
19410 64537 38 52990
19411 65003 48 9707
19412 64581 18 54694
19413 0 0 0
19414 49 91 40413
19415 0 0 0
19416 12390 149 88178
19417 2420 156 76482
19418 33878 123 83345
19419 0 0 0
19420 31298 128 35200
19421 62823 114 19422
19422 62823 115 19423
19423 62823 116 564
19424 50528 77 5327
19425 35363 63 16152
19426 914 143 35358
19427 59366 76 36656
19428 60478 75 19429
19429 60478 76 19430
19430 60478 77 19431
19431 60478 78 19432
19432 60478 79 1
19433 0 0 0
19434 16205 38 68118
19435 25933 16 55151
19436 16448 57 19437
19437 16448 58 19438
19438 16448 59 19439
19439 16448 60 19440
19440 16448 61 19441
19441 16448 62 82940
19442 27451 152 16164
19443 0 0 0
19444 40783 1 19445
19445 40783 2 19446
19446 40783 3 19447
19447 40783 4 19607
19448 24173 25 58512
19449 0 0 0
19450 0 0 0
19451 32571 14 54450
19452 14279 11 74520
19453 0 0 0
19454 0 0 0
19455 51977 66 99956
19456 0 0 0
19457 16442 40 42782
19458 46461 23 19459
19459 46461 24 32975
19460 13065 34 19461
19461 13065 35 19462
19462 13065 36 19463
19463 13065 37 2712
19464 36286 34 91680
19465 5234 175 30454
19466 37202 38 75535
19467 56034 146 61768
19468 44984 12 73358
19469 0 0 0
19470 11214 6 23935
19471 29267 106 1
19472 62950 4 72716
19473 0 0 0
19474 0 0 0
19475 62950 45 20506
19476 50528 63 51417
19477 0 0 0
19478 0 0 0
19479 20857 8 91651
19480 0 0 0
19481 50881 43 96518
19482 35802 27 19483
19483 35802 28 19484
19484 35802 29 19485
19485 35802 30 19486
19486 35802 31 19487
19487 35802 32 43106
19488 24197 114 25080
19489 49968 8 64500
19490 56520 45 69546
19491 28553 118 19492
19492 28553 119 19493
19493 28553 120 19494
19494 28553 121 19495
19495 28553 122 23146
19496 55707 25 36466
19497 0 0 0
19498 46461 29 19499
19499 46461 30 97881
19500 2678 54 4056
19501 0 0 0
19502 0 0 0
19503 0 0 0
19504 40032 22 49710
19505 0 0 0
19506 0 0 0
19507 0 0 0
19508 3856 130 678
19509 0 0 0
19510 55562 53 19511
19511 55562 54 19512
19512 55562 55 19513
19513 55562 56 19514
19514 55562 57 19515
19515 55562 58 19516
19516 55562 59 19517
19517 55562 60 19518
19518 55562 61 19519
19519 55562 62 96904
19520 11213 41 19521
19521 11213 42 19522
19522 11213 43 19523
19523 11213 44 19524
19524 11213 45 19525
19525 11213 46 19526
19526 11213 47 19527
19527 11213 48 19528
19528 11213 49 1
19529 22502 8 69038
19530 63075 40 79523
19531 0 0 0
19532 39016 36 53736
19533 32571 26 48498
19534 0 0 0
19535 15702 68 85788
19536 17080 7 19537
19537 17080 8 19538
19538 17080 9 19539
19539 17080 10 19540
19540 17080 11 19541
19541 17080 12 19542
19542 17080 13 19543
19543 17080 14 19544
19544 17080 15 19545
19545 17080 16 19546
19546 17080 17 19547
19547 17080 18 34028
19548 8016 66 20928
19549 0 0 0
19550 34504 49 61288
19551 0 0 0
19552 8817 26 24928
19553 0 0 0
19554 5742 51 19555
19555 5742 52 19556
19556 5742 53 19557
19557 5742 54 19558
19558 5742 55 19559
19559 5742 56 19560
19560 5742 57 19561
19561 5742 58 19562
19562 5742 59 19563
19563 5742 60 19564
19564 5742 61 19565
19565 5742 62 19566
19566 5742 63 19567
19567 5742 64 19568
19568 5742 65 19569
19569 5742 66 19570
19570 5742 67 19571
19571 5742 68 19572
19572 5742 69 19573
19573 5742 70 19574
19574 5742 71 19575
19575 5742 72 19576
19576 5742 73 19577
19577 5742 74 19578
19578 5742 75 19579
19579 5742 76 19580
19580 5742 77 19581
19581 5742 78 19582
19582 5742 79 19583
19583 5742 80 19584
19584 5742 81 19585
19585 5742 82 19586
19586 5742 83 19587
19587 5742 84 19588
19588 5742 85 19589
19589 5742 86 19590
19590 5742 87 80614
19591 3585 152 19592
19592 3585 153 19593
19593 3585 154 19594
19594 3585 155 19595
19595 3585 156 19596
19596 3585 157 19597
19597 3585 158 19598
19598 3585 159 19599
19599 3585 160 19600
19600 3585 161 19601
19601 3585 162 19602
19602 3585 163 19603
19603 3585 164 19604
19604 3585 165 1
19605 0 0 0
19606 48850 4 64731
19607 40783 5 19608
19608 40783 6 19609
19609 40783 7 19610
19610 40783 8 19611
19611 40783 9 19612
19612 40783 10 19613
19613 40783 11 19614
19614 40783 12 19615
19615 40783 13 81861
19616 44405 98 16313
19617 0 0 0
19618 48125 1 19619
19619 48125 2 19620
19620 48125 3 19621
19621 48125 4 19622
19622 48125 5 19623
19623 48125 6 19624
19624 48125 7 19625
19625 48125 8 19626
19626 48125 9 19627
19627 48125 10 19628
19628 48125 11 19629
19629 48125 12 19630
19630 48125 13 19631
19631 48125 14 73067
19632 8438 49 14819
19633 0 0 0
19634 4114 29 19635
19635 4114 30 19636
19636 4114 31 19637
19637 4114 32 32146
19638 18389 125 45118
19639 914 165 1125
19640 49138 72 32688
19641 0 0 0
19642 47857 50 58492
19643 0 0 0
19644 25749 57 21674
19645 6583 77 81062
19646 0 0 0
19647 0 0 0
19648 32777 57 39987
19649 0 0 0
19650 47115 11 66272
19651 0 0 0
19652 15385 76 26732
19653 0 0 0
19654 47115 150 15397
19655 5234 39 69009
19656 14999 1 19657
19657 14999 2 19658
19658 14999 3 19659
19659 14999 4 19660
19660 14999 5 19661
19661 14999 6 19662
19662 14999 7 19663
19663 14999 8 19664
19664 14999 9 19665
19665 14999 10 19666
19666 14999 11 19667
19667 14999 12 19668
19668 14999 13 19669
19669 14999 14 19670
19670 14999 15 19671
19671 14999 16 19672
19672 14999 17 19673
19673 14999 18 19674
19674 14999 19 19675
19675 14999 20 19676
19676 14999 21 19677
19677 14999 22 19678
19678 14999 23 19679
19679 14999 24 34482
19680 64436 5 10086
19681 9033 30 19682
19682 9033 31 19683
19683 9033 32 19684
19684 9033 33 19685
19685 9033 34 56806
19686 49414 131 33736
19687 0 0 0
19688 1684 46 69750
19689 0 0 0
19690 64374 5 19691
19691 64374 6 19692
19692 64374 7 19693
19693 64374 8 19694
19694 64374 9 19695
19695 64374 10 51744
19696 19701 69 92224
19697 0 0 0
19698 34496 28 93535
19699 25960 118 19700
19700 25960 119 19701
19701 25960 120 19702
19702 25960 121 19703
19703 25960 122 19704
19704 25960 123 19705
19705 25960 124 19706
19706 25960 125 19707
19707 25960 126 19708
19708 25960 127 19709
19709 25960 128 19710
19710 25960 129 19711
19711 25960 130 19712
19712 25960 131 19713
19713 25960 132 19714
19714 25960 133 19715
19715 25960 134 19716
19716 25960 135 19717
19717 25960 136 19718
19718 25960 137 19719
19719 25960 138 19720
19720 25960 139 19721
19721 25960 140 19722
19722 25960 141 19723
19723 25960 142 19724
19724 25960 143 19725
19725 25960 144 19726
19726 25960 145 19727
19727 25960 146 19728
19728 25960 147 19729
19729 25960 148 1
19730 0 0 0
19731 0 0 0
19732 2398 44 56601
19733 0 0 0
19734 39938 45 19735
19735 39938 46 19736
19736 39938 47 19737
19737 39938 48 19738
19738 39938 49 19739
19739 39938 50 41057
19740 57117 119 77400
19741 62950 15 88169
19742 65435 62 40391
19743 12390 97 82545
19744 42041 8 46529
19745 11214 61 1651
19746 45910 51 66117
19747 0 0 0
19748 25749 27 8465
19749 0 0 0
19750 58339 16 39322
19751 0 0 0
19752 0 0 0
19753 48010 50 19754
19754 48010 51 19755
19755 48010 52 19756
19756 48010 53 19757
19757 48010 54 28769
19758 2794 8 60300
19759 0 0 0
19760 39099 112 7552
19761 1598 144 87052
19762 65179 74 98716
19763 35121 58 19764
19764 35121 59 19765
19765 35121 60 19766
19766 35121 61 19767
19767 35121 62 74148
19768 54691 28 2846
19769 35772 29 1
19770 25749 113 81654
19771 1598 109 34238
19772 34989 88 49628
19773 28089 57 19774
19774 28089 58 19775
19775 28089 59 82077
19776 18389 114 84775
19777 12390 56 86334
19778 27504 65 19779
19779 27504 66 91372
19780 19596 22 77160
19781 0 0 0
19782 33878 30 60317
19783 0 0 0
19784 43719 32 19785
19785 43719 33 19786
19786 43719 34 19787
19787 43719 35 19788
19788 43719 36 19789
19789 43719 37 19790
19790 43719 38 19791
19791 43719 39 19792
19792 43719 40 19793
19793 43719 41 19794
19794 43719 42 19795
19795 43719 43 19796
19796 43719 44 19797
19797 43719 45 19798
19798 43719 46 19799
19799 43719 47 19800
19800 43719 48 19801
19801 43719 49 19802
19802 43719 50 19803
19803 43719 51 19804
19804 43719 52 19805
19805 43719 53 19806
19806 43719 54 19807
19807 43719 55 19808
19808 43719 56 19809
19809 43719 57 19810
19810 43719 58 19811
19811 43719 59 19812
19812 43719 60 19813
19813 43719 61 19814
19814 43719 62 19815
19815 43719 63 19816
19816 43719 64 19817
19817 43719 65 59898
19818 4896 64 47579
19819 0 0 0
19820 6583 108 28682
19821 19162 105 1573
19822 0 0 0
19823 10458 59 80498
19824 56613 44 68443
19825 0 0 0
19826 58375 14 17581
19827 0 0 0
19828 11214 1 48442
19829 64234 75 12219
19830 0 0 0
19831 30094 42 67594
19832 40431 29 19833
19833 40431 30 19834
19834 40431 31 19835
19835 40431 32 19836
19836 40431 33 19837
19837 40431 34 19838
19838 40431 35 19839
19839 40431 36 19840
19840 40431 37 29551
19841 22587 8 40542
19842 12736 102 67714
19843 0 0 0
19844 48737 88 19845
19845 48737 89 19846
19846 48737 90 19847
19847 48737 91 19848
19848 48737 92 19849
19849 48737 93 19850
19850 48737 94 19851
19851 48737 95 48329
19852 30476 31 99398
19853 0 0 0
19854 2398 30 58056
19855 0 0 0
19856 13536 1 19857
19857 13536 2 19858
19858 13536 3 19859
19859 13536 4 19860
19860 13536 5 19861
19861 13536 6 19862
19862 13536 7 19863
19863 13536 8 19864
19864 13536 9 19865
19865 13536 10 19866
19866 13536 11 19867
19867 13536 12 19868
19868 13536 13 19869
19869 13536 14 19870
19870 13536 15 19871
19871 13536 16 19872
19872 13536 17 19873
19873 13536 18 41695
19874 49866 112 31930
19875 57847 76 38524
19876 0 0 0
19877 0 0 0
19878 38126 131 74754
19879 0 0 0
19880 56034 83 66160
19881 41060 19 19882
19882 41060 20 19883
19883 41060 21 19884
19884 41060 22 19885
19885 41060 23 19886
19886 41060 24 92586
19887 2420 127 74040
19888 63472 117 32652
19889 0 0 0
19890 25517 37 530
19891 0 0 0
19892 8438 76 73956
19893 14283 5 19894
19894 14283 6 19895
19895 14283 7 73920
19896 63472 107 47356
19897 27504 90 19898
19898 27504 91 19899
19899 27504 92 7322
19900 43501 120 63588
19901 0 0 0
19902 53857 31 5936
19903 34979 35 66759
19904 60071 89 19905
19905 60071 90 19906
19906 60071 91 19907
19907 60071 92 99974
19908 13176 68 32314
19909 0 0 0
19910 28552 16 76136
19911 0 0 0
19912 49565 10 65702
19913 17382 52 28643
19914 0 0 0
19915 0 0 0
19916 40032 27 67182
19917 63056 140 44102
19918 30476 51 76320
19919 0 0 0
19920 0 0 0
19921 30591 24 19922
19922 30591 25 19923
19923 30591 26 19924
19924 30591 27 19925
19925 30591 28 19926
19926 30591 29 23054
19927 49866 59 53475
19928 10458 112 73114
19929 0 0 0
19930 53415 70 19931
19931 53415 71 19932
19932 53415 72 19933
19933 53415 73 94154
19934 58654 12 58658
19935 9272 122 19936
19936 9272 123 19937
19937 9272 124 19938
19938 9272 125 19939
19939 9272 126 19940
19940 9272 127 19941
19941 9272 128 19942
19942 9272 129 19943
19943 9272 130 19944
19944 9272 131 19945
19945 9272 132 97114
19946 17466 56 1295
19947 0 0 0
19948 5586 12 21646
19949 15095 24 14416
19950 21991 15 4024
19951 65413 122 88172
19952 61898 55 19953
19953 61898 56 77904
19954 52583 30 53244
19955 0 0 0
19956 44984 104 76698
19957 0 0 0
19958 0 0 0
19959 40613 32 22938
19960 34503 4 22437
19961 34504 137 8431
19962 0 0 0
19963 0 0 0
19964 8438 69 80495
19965 17382 163 91574
19966 59366 106 43495
19967 0 0 0
19968 54115 112 23315
19969 2420 6 78594
19970 13176 50 96200
19971 0 0 0
19972 19596 152 84402
19973 0 0 0
19974 0 0 0
19975 0 0 0
19976 18454 66 37228
19977 63056 78 71157
19978 0 0 0
19979 54228 1 19980
19980 54228 2 19981
19981 54228 3 19982
19982 54228 4 19983
19983 54228 5 19984
19984 54228 6 19985
19985 54228 7 82003
19986 51977 31 44160
19987 0 0 0
19988 13536 138 19989
19989 13536 139 19990
19990 13536 140 19991
19991 13536 141 19992
19992 13536 142 19993
19993 13536 143 19994
19994 13536 144 19995
19995 13536 145 19996
19996 13536 146 19997
19997 13536 147 19998
19998 13536 148 19999
19999 13536 149 20000
20000 13536 150 20001
